drug1,drug2,target,new_target,source_file
DB02378,DB01218,0,1,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB11640,DB06987,0,1,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB00631,DB07347,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB15442,DB02961,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB08093,DB07051,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB00908,DB08210,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB00837,DB03487,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB07293,DB02745,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB01889,DB07034,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB01662,DB03624,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB01172,DB03510,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB02425,DB13074,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB11085,DB02267,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB03421,DB01197,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB09282,DB06822,0,1,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB07266,DB15940,0,1,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB08835,DB08510,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB03833,DB00211,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB01283,DB08902,0,1,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB02677,DB04404,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB02163,DB09037,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB02795,DB02197,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB00126,DB12095,0,1,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB04350,DB09319,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB17992,DB04144,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB07556,DB02069,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB09069,DB03793,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB01150,DB08550,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB11679,DB00657,0,1,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB08132,DB07194,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB08218,DB07097,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB08088,DB02073,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB03181,DB04653,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB01281,DB01828,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB01112,DB02062,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB08894,DB01162,0,1,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB03213,DB02235,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB07561,DB00961,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB01633,DB05015,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB08405,DB06986,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB03320,DB04120,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB04324,DB03670,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB08078,DB04160,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB02614,DB06654,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB05246,DB03571,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB01141,DB07280,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB04565,DB12924,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB02142,DB03742,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB02529,DB07089,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB04805,DB04057,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB07536,DB02147,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB03238,DB03996,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB08361,DB07868,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB07908,DB03371,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB05351,DB04176,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB05299,DB09033,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB07763,DB04835,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB09517,DB00868,0,1,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB00615,DB06204,0,1,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB02119,DB00204,0,0,ds_ddicorpus2013-ddis-inchi-and_res.pkl
DB03129,DB07935,0,0,ds_frenchDB-ddis_res.pkl
DB02019,DB07780,0,0,ds_frenchDB-ddis_res.pkl
DB08191,DB04129,0,0,ds_frenchDB-ddis_res.pkl
DB02434,DB00578,0,0,ds_frenchDB-ddis_res.pkl
DB04540,DB03070,0,0,ds_frenchDB-ddis_res.pkl
DB07211,DB15718,0,0,ds_frenchDB-ddis_res.pkl
DB08053,DB08048,0,0,ds_frenchDB-ddis_res.pkl
DB02721,DB03769,0,0,ds_frenchDB-ddis_res.pkl
DB08050,DB02701,0,0,ds_frenchDB-ddis_res.pkl
DB00360,DB13179,0,1,ds_frenchDB-ddis_res.pkl
DB00176,DB04173,0,1,ds_frenchDB-ddis_res.pkl
DB03042,DB12015,0,0,ds_frenchDB-ddis_res.pkl
DB03034,DB08960,0,1,ds_frenchDB-ddis_res.pkl
DB07294,DB01829,0,0,ds_frenchDB-ddis_res.pkl
DB01214,DB02032,0,1,ds_frenchDB-ddis_res.pkl
DB02097,DB00994,0,1,ds_frenchDB-ddis_res.pkl
DB01966,DB07624,0,0,ds_frenchDB-ddis_res.pkl
DB08589,DB07142,0,0,ds_frenchDB-ddis_res.pkl
DB04511,DB02679,0,0,ds_frenchDB-ddis_res.pkl
DB01987,DB00588,0,0,ds_frenchDB-ddis_res.pkl
DB02159,DB00669,0,0,ds_frenchDB-ddis_res.pkl
DB01951,DB02437,0,0,ds_frenchDB-ddis_res.pkl
DB07569,DB02623,0,0,ds_frenchDB-ddis_res.pkl
DB14039,DB08601,0,1,ds_frenchDB-ddis_res.pkl
DB09071,DB03158,0,0,ds_frenchDB-ddis_res.pkl
DB00481,DB03942,0,0,ds_frenchDB-ddis_res.pkl
DB13437,DB11761,0,1,ds_frenchDB-ddis_res.pkl
DB04009,DB04296,0,0,ds_frenchDB-ddis_res.pkl
DB09481,DB03100,0,1,ds_frenchDB-ddis_res.pkl
DB04408,DB02955,0,0,ds_frenchDB-ddis_res.pkl
DB01413,DB08514,0,0,ds_frenchDB-ddis_res.pkl
DB08281,DB02630,0,0,ds_frenchDB-ddis_res.pkl
DB13643,DB11967,0,1,ds_frenchDB-ddis_res.pkl
DB04491,DB07397,0,0,ds_frenchDB-ddis_res.pkl
DB03637,DB07055,0,0,ds_frenchDB-ddis_res.pkl
DB01709,DB03880,0,0,ds_frenchDB-ddis_res.pkl
DB04618,DB01891,0,0,ds_frenchDB-ddis_res.pkl
DB03403,DB03717,0,0,ds_frenchDB-ddis_res.pkl
DB00169,DB08834,0,1,ds_frenchDB-ddis_res.pkl
DB06918,DB08222,0,0,ds_frenchDB-ddis_res.pkl
DB02838,DB01224,0,0,ds_frenchDB-ddis_res.pkl
DB06921,DB02787,0,0,ds_frenchDB-ddis_res.pkl
DB01436,DB07800,0,0,ds_frenchDB-ddis_res.pkl
DB15233,DB01595,0,1,ds_frenchDB-ddis_res.pkl
DB04030,DB06764,0,0,ds_frenchDB-ddis_res.pkl
DB07912,DB07377,0,0,ds_frenchDB-ddis_res.pkl
DB12107,DB01843,0,0,ds_frenchDB-ddis_res.pkl
DB02829,DB00528,0,0,ds_frenchDB-ddis_res.pkl
DB06847,DB04379,0,0,ds_frenchDB-ddis_res.pkl
DB07901,DB00432,0,0,ds_frenchDB-ddis_res.pkl
DB01940,DB01912,0,0,ds_frenchDB-ddis_res.pkl
DB02079,DB08819,0,1,ds_frenchDB-ddis_res.pkl
DB04774,DB14488,0,0,ds_frenchDB-ddis_res.pkl
DB03056,DB00110,0,0,ds_frenchDB-ddis_res.pkl
DB13872,DB07154,0,0,ds_frenchDB-ddis_res.pkl
DB07217,DB01127,0,0,ds_frenchDB-ddis_res.pkl
DB00837,DB07972,0,0,ds_frenchDB-ddis_res.pkl
DB03899,DB08516,0,0,ds_frenchDB-ddis_res.pkl
DB01709,DB00694,0,0,ds_frenchDB-ddis_res.pkl
DB13878,DB06965,0,0,ds_frenchDB-ddis_res.pkl
DB03947,DB03736,0,0,ds_frenchDB-ddis_res.pkl
DB03947,DB04090,0,0,ds_frenchDB-ddis_res.pkl
DB08811,DB00615,0,1,ds_frenchDB-ddis_res.pkl
DB03355,DB07287,0,0,ds_frenchDB-ddis_res.pkl
DB08729,DB00390,0,0,ds_frenchDB-ddis_res.pkl
DB02516,DB08936,0,0,ds_frenchDB-ddis_res.pkl
DB15669,DB04080,0,0,ds_frenchDB-ddis_res.pkl
DB01866,DB04235,0,0,ds_frenchDB-ddis_res.pkl
DB07771,DB03848,0,0,ds_frenchDB-ddis_res.pkl
DB07494,DB07932,0,0,ds_frenchDB-ddis_res.pkl
DB07450,DB02129,0,0,ds_frenchDB-ddis_res.pkl
DB07048,DB13437,0,0,ds_frenchDB-ddis_res.pkl
DB14488,DB08510,0,0,ds_frenchDB-ddis_res.pkl
DB08388,DB08882,0,0,ds_frenchDB-ddis_res.pkl
DB06681,DB03153,0,0,ds_frenchDB-ddis_res.pkl
DB08676,DB02500,0,0,ds_frenchDB-ddis_res.pkl
DB01274,DB07249,0,0,ds_frenchDB-ddis_res.pkl
DB07088,DB02981,0,0,ds_frenchDB-ddis_res.pkl
DB14074,DB08383,0,0,ds_frenchDB-ddis_res.pkl
DB08517,DB02147,0,0,ds_frenchDB-ddis_res.pkl
DB14526,DB01842,0,0,ds_frenchDB-ddis_res.pkl
DB06154,DB01085,0,0,ds_frenchDB-ddis_res.pkl
DB02355,DB01723,0,0,ds_frenchDB-ddis_res.pkl
DB06948,DB16261,0,0,ds_frenchDB-ddis_res.pkl
DB00776,DB09318,0,1,ds_frenchDB-ddis_res.pkl
DB07514,DB16261,0,0,ds_frenchDB-ddis_res.pkl
DB00224,DB08326,0,0,ds_frenchDB-ddis_res.pkl
DB11945,DB01629,0,1,ds_frenchDB-ddis_res.pkl
DB01196,DB12965,0,1,ds_frenchDB-ddis_res.pkl
DB03959,DB09119,0,0,ds_frenchDB-ddis_res.pkl
DB07950,DB03185,0,0,ds_frenchDB-ddis_res.pkl
DB01288,DB09257,0,1,ds_frenchDB-ddis_res.pkl
DB08373,DB08022,0,0,ds_frenchDB-ddis_res.pkl
DB02016,DB01861,0,0,ds_frenchDB-ddis_res.pkl
DB04264,DB07105,0,0,ds_frenchDB-ddis_res.pkl
DB04835,DB02964,0,0,ds_frenchDB-ddis_res.pkl
DB06836,DB00324,0,0,ds_frenchDB-ddis_res.pkl
DB11653,DB07745,0,0,ds_frenchDB-ddis_res.pkl
DB07139,DB01147,0,0,ds_frenchDB-ddis_res.pkl
DB03304,DB07790,0,0,ds_frenchDB-ddis_res.pkl
DB04286,DB14039,0,0,ds_frenchDB-ddis_res.pkl
DB02391,DB02689,0,0,ds_frenchDB-ddis_res.pkl
DB02097,DB07546,0,0,ds_frenchDB-ddis_res.pkl
DB08204,DB07441,0,0,ds_frenchDB-ddis_res.pkl
DB07868,DB02045,0,0,ds_frenchDB-ddis_res.pkl
DB04777,DB00341,0,0,ds_frenchDB-ddis_res.pkl
DB03865,DB15456,0,0,ds_frenchDB-ddis_res.pkl
DB08539,DB02340,0,0,ds_frenchDB-ddis_res.pkl
DB08208,DB14132,0,0,ds_frenchDB-ddis_res.pkl
DB02924,DB01155,0,0,ds_frenchDB-ddis_res.pkl
DB01859,DB03248,0,0,ds_frenchDB-ddis_res.pkl
DB09291,DB04460,0,0,ds_frenchDB-ddis_res.pkl
DB06929,DB00067,0,0,ds_frenchDB-ddis_res.pkl
DB07841,DB02884,0,0,ds_frenchDB-ddis_res.pkl
DB04109,DB07860,0,0,ds_frenchDB-ddis_res.pkl
DB13951,DB04137,0,1,ds_frenchDB-ddis_res.pkl
DB07119,DB02462,0,0,ds_frenchDB-ddis_res.pkl
DB06999,DB04655,0,1,ds_frenchDB-ddis_res.pkl
DB08281,DB08751,0,0,ds_frenchDB-ddis_res.pkl
DB08051,DB03847,0,0,ds_frenchDB-ddis_res.pkl
DB06707,DB14527,0,1,ds_frenchDB-ddis_res.pkl
DB01113,DB01319,0,1,ds_frenchDB-ddis_res.pkl
DB01428,DB05467,0,1,ds_frenchDB-ddis_res.pkl
DB04425,DB03181,0,0,ds_frenchDB-ddis_res.pkl
DB08153,DB00411,0,0,ds_frenchDB-ddis_res.pkl
DB07765,DB07697,0,0,ds_frenchDB-ddis_res.pkl
DB08397,DB00162,0,0,ds_frenchDB-ddis_res.pkl
DB02663,DB02655,0,0,ds_frenchDB-ddis_res.pkl
DB08443,DB07579,0,0,ds_frenchDB-ddis_res.pkl
DB06881,DB07946,0,0,ds_frenchDB-ddis_res.pkl
DB03455,DB02724,0,0,ds_frenchDB-ddis_res.pkl
DB07008,DB00492,0,0,ds_frenchDB-ddis_res.pkl
DB04466,DB07805,0,0,ds_frenchDB-ddis_res.pkl
DB02042,DB07672,0,0,ds_frenchDB-ddis_res.pkl
DB04271,DB03771,0,0,ds_frenchDB-ddis_res.pkl
DB02402,DB15791,0,0,ds_frenchDB-ddis_res.pkl
DB08114,DB07743,0,0,ds_frenchDB-ddis_res.pkl
DB14499,DB01940,0,1,ds_frenchDB-ddis_res.pkl
DB01676,DB00413,0,1,ds_frenchDB-ddis_res.pkl
DB00725,DB07561,0,0,ds_frenchDB-ddis_res.pkl
DB07074,DB03919,0,0,ds_frenchDB-ddis_res.pkl
DB06880,DB03252,0,0,ds_frenchDB-ddis_res.pkl
DB06890,DB03326,0,0,ds_frenchDB-ddis_res.pkl
DB03888,DB08552,0,0,ds_frenchDB-ddis_res.pkl
DB03951,DB00519,0,0,ds_frenchDB-ddis_res.pkl
DB04797,DB06922,0,0,ds_frenchDB-ddis_res.pkl
DB02422,DB01964,0,0,ds_frenchDB-ddis_res.pkl
DB08575,DB07472,0,0,ds_frenchDB-ddis_res.pkl
DB02365,DB04058,0,0,ds_frenchDB-ddis_res.pkl
DB00033,DB03320,0,0,ds_frenchDB-ddis_res.pkl
DB08385,DB07226,0,0,ds_frenchDB-ddis_res.pkl
DB07507,DB07848,0,0,ds_frenchDB-ddis_res.pkl
DB03187,DB07549,0,0,ds_frenchDB-ddis_res.pkl
DB08615,DB00722,0,0,ds_frenchDB-ddis_res.pkl
DB13884,DB09151,0,1,ds_frenchDB-ddis_res.pkl
DB01752,DB11323,0,0,ds_frenchDB-ddis_res.pkl
DB07841,DB01656,0,0,ds_frenchDB-ddis_res.pkl
DB02953,DB02395,0,0,ds_frenchDB-ddis_res.pkl
DB04624,DB08597,0,0,ds_frenchDB-ddis_res.pkl
DB01725,DB02801,0,0,ds_frenchDB-ddis_res.pkl
DB07253,DB04212,0,0,ds_frenchDB-ddis_res.pkl
DB08266,DB08469,0,0,ds_frenchDB-ddis_res.pkl
DB06714,DB00240,0,1,ds_frenchDB-ddis_res.pkl
DB11093,DB13751,0,0,ds_frenchDB-ddis_res.pkl
DB02489,DB02482,0,0,ds_frenchDB-ddis_res.pkl
DB14109,DB01125,0,1,ds_frenchDB-ddis_res.pkl
DB01814,DB09151,0,0,ds_frenchDB-ddis_res.pkl
DB03976,DB08514,0,0,ds_frenchDB-ddis_res.pkl
DB02309,DB02482,0,0,ds_frenchDB-ddis_res.pkl
DB04792,DB12328,0,0,ds_frenchDB-ddis_res.pkl
DB00140,DB08258,0,0,ds_frenchDB-ddis_res.pkl
DB15102,DB08053,0,0,ds_frenchDB-ddis_res.pkl
DB00083,DB02597,0,0,ds_frenchDB-ddis_res.pkl
DB06720,DB00698,0,1,ds_frenchDB-ddis_res.pkl
DB07850,DB08593,0,0,ds_frenchDB-ddis_res.pkl
DB02644,DB00277,0,0,ds_frenchDB-ddis_res.pkl
DB07041,DB15495,0,0,ds_frenchDB-ddis_res.pkl
DB07779,DB02521,0,0,ds_frenchDB-ddis_res.pkl
DB07806,DB01209,0,0,ds_frenchDB-ddis_res.pkl
DB02574,DB02746,0,0,ds_frenchDB-ddis_res.pkl
DB06867,DB06702,0,0,ds_frenchDB-ddis_res.pkl
DB11569,DB03729,0,0,ds_frenchDB-ddis_res.pkl
DB08352,DB08323,0,0,ds_frenchDB-ddis_res.pkl
DB08371,DB08656,0,0,ds_frenchDB-ddis_res.pkl
DB03546,DB15565,0,1,ds_frenchDB-ddis_res.pkl
DB03254,DB04517,0,0,ds_frenchDB-ddis_res.pkl
DB04533,DB02310,0,0,ds_frenchDB-ddis_res.pkl
DB09329,DB07450,0,1,ds_frenchDB-ddis_res.pkl
DB00909,DB03412,0,0,ds_frenchDB-ddis_res.pkl
DB03756,DB04133,0,0,ds_frenchDB-ddis_res.pkl
DB13581,DB08682,0,0,ds_frenchDB-ddis_res.pkl
DB07258,DB08262,0,0,ds_frenchDB-ddis_res.pkl
DB01237,DB07356,0,0,ds_frenchDB-ddis_res.pkl
DB07445,DB08357,0,0,ds_frenchDB-ddis_res.pkl
DB02442,DB04642,0,0,ds_frenchDB-ddis_res.pkl
DB01226,DB02413,0,0,ds_frenchDB-ddis_res.pkl
DB08744,DB02252,0,0,ds_frenchDB-ddis_res.pkl
DB02700,DB01109,0,0,ds_frenchDB-ddis_res.pkl
DB03195,DB07287,0,0,ds_frenchDB-ddis_res.pkl
DB01034,DB03453,0,0,ds_frenchDB-ddis_res.pkl
DB01349,DB03234,0,0,ds_frenchDB-ddis_res.pkl
DB03241,DB14488,0,0,ds_frenchDB-ddis_res.pkl
DB03488,DB04845,0,0,ds_frenchDB-ddis_res.pkl
DB04604,DB07075,0,0,ds_frenchDB-ddis_res.pkl
DB02088,DB06414,0,0,ds_frenchDB-ddis_res.pkl
DB06718,DB00814,0,1,ds_frenchDB-ddis_res.pkl
DB02243,DB03382,0,0,ds_frenchDB-ddis_res.pkl
DB15488,DB01587,0,0,ds_frenchDB-ddis_res.pkl
DB03451,DB07195,0,0,ds_frenchDB-ddis_res.pkl
DB07869,DB03781,0,0,ds_frenchDB-ddis_res.pkl
DB04306,DB00246,0,0,ds_frenchDB-ddis_res.pkl
DB04865,DB03462,0,0,ds_frenchDB-ddis_res.pkl
DB00344,DB07520,0,0,ds_frenchDB-ddis_res.pkl
DB07820,DB08239,0,0,ds_frenchDB-ddis_res.pkl
DB06725,DB08035,0,0,ds_frenchDB-ddis_res.pkl
DB01026,DB03975,0,1,ds_frenchDB-ddis_res.pkl
DB03830,DB02352,0,0,ds_frenchDB-ddis_res.pkl
DB00869,DB08668,0,0,ds_frenchDB-ddis_res.pkl
DB01812,DB03331,0,0,ds_frenchDB-ddis_res.pkl
DB16694,DB01341,0,1,ds_frenchDB-ddis_res.pkl
DB07081,DB03523,0,0,ds_frenchDB-ddis_res.pkl
DB00603,DB08293,0,0,ds_frenchDB-ddis_res.pkl
DB00499,DB03145,0,0,ds_frenchDB-ddis_res.pkl
DB15688,DB04169,0,0,ds_frenchDB-ddis_res.pkl
DB01144,DB01946,0,1,ds_frenchDB-ddis_res.pkl
DB04526,DB00307,0,0,ds_frenchDB-ddis_res.pkl
DB12023,DB01072,0,1,ds_frenchDB-ddis_res.pkl
DB08039,DB00370,0,0,ds_frenchDB-ddis_res.pkl
DB07196,DB02722,0,0,ds_frenchDB-ddis_res.pkl
DB02430,DB04350,0,0,ds_frenchDB-ddis_res.pkl
DB02504,DB04855,0,0,ds_frenchDB-ddis_res.pkl
DB02430,DB02954,0,0,ds_frenchDB-ddis_res.pkl
DB03310,DB00645,0,0,ds_frenchDB-ddis_res.pkl
DB03582,DB07249,0,0,ds_frenchDB-ddis_res.pkl
DB08112,DB03584,0,0,ds_frenchDB-ddis_res.pkl
DB00313,DB08606,0,0,ds_frenchDB-ddis_res.pkl
DB07724,DB08060,0,0,ds_frenchDB-ddis_res.pkl
DB17083,DB00796,0,1,ds_frenchDB-ddis_res.pkl
DB02329,DB04356,0,1,ds_frenchDB-ddis_res.pkl
DB04784,DB07481,0,0,ds_frenchDB-ddis_res.pkl
DB00214,DB02645,0,0,ds_frenchDB-ddis_res.pkl
DB04931,DB07199,0,0,ds_frenchDB-ddis_res.pkl
DB01806,DB00891,0,0,ds_frenchDB-ddis_res.pkl
DB07920,DB00312,0,0,ds_frenchDB-ddis_res.pkl
DB01326,DB01966,0,0,ds_frenchDB-ddis_res.pkl
DB01253,DB04838,0,1,ds_frenchDB-ddis_res.pkl
DB03732,DB01339,0,0,ds_frenchDB-ddis_res.pkl
DB02365,DB07959,0,0,ds_frenchDB-ddis_res.pkl
DB07835,DB04394,0,0,ds_frenchDB-ddis_res.pkl
DB02974,DB15699,0,0,ds_frenchDB-ddis_res.pkl
DB00107,DB02315,0,1,ds_frenchDB-ddis_res.pkl
DB04387,DB07899,0,0,ds_frenchDB-ddis_res.pkl
DB02192,DB12783,0,0,ds_frenchDB-ddis_res.pkl
DB03889,DB03068,0,0,ds_frenchDB-ddis_res.pkl
DB00621,DB02434,0,0,ds_frenchDB-ddis_res.pkl
DB03380,DB02785,0,0,ds_frenchDB-ddis_res.pkl
DB09343,DB01212,0,1,ds_frenchDB-ddis_res.pkl
DB03592,DB00938,0,0,ds_frenchDB-ddis_res.pkl
DB07081,DB07813,0,0,ds_frenchDB-ddis_res.pkl
DB02749,DB04006,0,0,ds_frenchDB-ddis_res.pkl
DB08661,DB07684,0,0,ds_frenchDB-ddis_res.pkl
DB11751,DB01346,0,1,ds_frenchDB-ddis_res.pkl
DB04349,DB09532,0,0,ds_frenchDB-ddis_res.pkl
DB08777,DB01888,0,0,ds_frenchDB-ddis_res.pkl
DB02446,DB01415,0,1,ds_frenchDB-ddis_res.pkl
DB11712,DB09319,0,1,ds_frenchDB-ddis_res.pkl
DB03866,DB03734,0,0,ds_frenchDB-ddis_res.pkl
DB04138,DB04063,0,0,ds_frenchDB-ddis_res.pkl
DB03095,DB02731,0,0,ds_frenchDB-ddis_res.pkl
DB07049,DB03765,0,0,ds_frenchDB-ddis_res.pkl
DB07098,DB03936,0,0,ds_frenchDB-ddis_res.pkl
DB12924,DB01897,0,0,ds_frenchDB-ddis_res.pkl
DB15569,DB07367,0,0,ds_frenchDB-ddis_res.pkl
DB04257,DB07487,0,0,ds_frenchDB-ddis_res.pkl
DB13872,DB07782,0,0,ds_frenchDB-ddis_res.pkl
DB03760,DB03928,0,0,ds_frenchDB-ddis_res.pkl
DB01045,DB04646,0,0,ds_frenchDB-ddis_res.pkl
DB02679,DB04265,0,0,ds_frenchDB-ddis_res.pkl
DB01064,DB04520,0,0,ds_frenchDB-ddis_res.pkl
DB02908,DB02645,0,0,ds_frenchDB-ddis_res.pkl
DB03935,DB08083,0,0,ds_frenchDB-ddis_res.pkl
DB00175,DB09274,0,1,ds_frenchDB-ddis_res.pkl
DB02215,DB02846,0,0,ds_frenchDB-ddis_res.pkl
