drug1,drug2,drug_name1,drug_name2,smiles1,smiles2,genes1,genes2,org1,org2,target,label,new_target,confidence,correct,category
DB00344,DB00701,Protriptyline,Amprenavir,CNCCCC1C2=CC=CC=C2C=CC2=CC=CC=C12,CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1,"['SLC6A2', 'SLC6A4']",['pol'],Humans,Human immunodeficiency virus 1,1,interaction,1,0.9995716873820494,1,TP
DB00784,DB01125,Mefenamic acid,Anisindione,CC1=C(C)C(NC2=CC=CC=C2C(O)=O)=CC=C1,COC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O,"['PTGS2', 'PTGS1']",['GGCX'],Humans,Humans,1,interaction,1,0.9999505764963816,1,TP
DB00573,DB01125,Fenoprofen,Anisindione,CC(C(O)=O)C1=CC(OC2=CC=CC=C2)=CC=C1,COC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O,"['PTGS2', 'PPARA', 'PPARG', 'PTGS1']",['GGCX'],Humans,Humans,1,interaction,1,0.999965953125608,1,TP
DB00348,DB00120,Nitisinone,Phenylalanine,[O-][N+](=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C1C(=O)CCCC1=O,N[C@@H](CC1=CC=CC=C1)C(O)=O,['HPD'],"['TAT', 'SLC7A8', 'FARSA', 'PAH', 'FARS2', 'FARSB', 'TH']",Humans,Humans,1,interaction,1,0.999970244320709,1,TP
DB00704,DB00295,Naltrexone,Morphine,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=O,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,"['OPRM1', 'OPRK1', 'OPRD1', 'SIGMAR1']","['OPRM1', 'OPRK1', 'OPRD1', 'LY96']",Humans,Humans,1,interaction,1,0.9999773963544663,1,TP
DB00252,DB00459,Phenytoin,Acitretin,O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1,COC1=C(C)C(C)=C(\C=C\C(\C)=C\C=C\C(\C)=C\C(O)=O)C(C)=C1,"['SCN5A', 'SCN1A', 'KCNH2', 'CACNA1C', 'CACNA1D', 'CACNA1F', 'CACNA1S', 'CACNB1', 'CACNB2', 'CACNB3', 'CACNB4', 'CACNA1A', 'SCN2A', 'SCN8A', 'NR1I2', 'SCN1B', 'SCN3A', 'GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRD', 'GABRE', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRP', 'GABRQ']","['RXRA', 'RARA', 'RARB', 'RARG', 'RXRB', 'RXRG', 'RBP1']",Humans,,1,interaction,1,0.9997410780860659,1,TP
DB00959,DB00715,Methylprednisolone,Paroxetine,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C,FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC2=C(OCO2)C=C1,"['NR3C1', 'ANXA1']","['SLC6A4', 'SLC6A2', 'HTR2A', 'ADRA1A', 'ADRA1B', 'ADRA1D', 'ADRA2A', 'ADRA2B', 'ADRA2C', 'ADRB1', 'ADRB2', 'ADRB3', 'DRD2', 'HRH1', 'HTR1A', 'HTR1B', 'HTR1D', 'HTR1E', 'HTR1F', 'HTR2A', 'HTR2B', 'HTR2C', 'HTR3A', 'HTR3B', 'HTR3C', 'HTR3D', 'HTR3E', 'HTR4', 'HTR6', 'HTR7', 'CHRM1', 'CHRM2', 'CHRM3', 'CHRM4', 'CHRM5', 'HTR2B', 'DRD1', 'DRD5']",Humans,Humans,1,interaction,1,0.9998655994225669,1,TP
DB00315,DB00199,Zolmitriptan,Erythromycin,CN(C)CCC1=CNC2=CC=C(C[C@H]3COC(=O)N3)C=C12,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,"['HTR1B', 'HTR1D', 'HTR1F', 'HTR1E', 'HTR7', 'HTR1A', 'HTR2A', 'HTR2B']","['MLNR', 'KCNH2']",Humans,Humans,1,interaction,1,0.9997172511609895,1,TP
DB01319,DB00353,Fosamprenavir,Methylergometrine,CC(C)CN(C[C@@H](OP(O)(O)=O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1,[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](CC)CO,['pol'],"['DRD1', 'HTR2B']",Human immunodeficiency virus 1,Humans,1,interaction,1,0.9999481925440526,1,TP
DB00399,DB00808,Zoledronic acid,Indapamide,OC(CN1C=CN=C1)(P(O)(O)=O)P(O)(O)=O,CC1CC2=CC=CC=C2N1NC(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O,"['GGPS1', 'FDPS']",['SLC12A3'],Humans,Humans,1,interaction,1,0.9999558212119114,1,TP
DB00344,DB00501,Protriptyline,Cimetidine,CNCCCC1C2=CC=CC=C2C=CC2=CC=CC=C12,CN\C(NCCSCC1=C(C)NC=N1)=N\C#N,"['SLC6A2', 'SLC6A4']",['HRH2'],Humans,Humans,1,interaction,1,0.9999971839107652,1,TP
DB01115,DB00615,Nifedipine,Rifabutin,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(=O)C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C1NC3(CCN(CC3)CC(C)C)N=C21,"['CACNA1C', 'CACNA1D', 'CACNB2', 'NR1I2', 'CALM1', 'CACNA1S', 'KCND3', 'CACNA1G', 'CACNA1H', 'CACNA1I']","['rpoA', 'rpoB', 'rpoC', 'HSP90AA1', 'HSP90B1']",Humans,Humans,1,interaction,1,0.9999293595151566,1,TP
DB00823,DB00238,Ethynodiol diacetate,Nevirapine,[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CC[C@H](OC(C)=O)C=C3CC[C@@]21[H],CC1=C2NC(=O)C3=C(N=CC=C3)N(C3CC3)C2=NC=C1,"['PGR', 'ESR1']",['pol'],Humans,Human immunodeficiency virus 1,1,interaction,1,0.9997924282260023,1,TP
DB00635,DB00615,Prednisone,Rifabutin,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(=O)C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C1NC3(CCN(CC3)CC(C)C)N=C21,['NR3C1'],"['rpoA', 'rpoB', 'rpoC', 'HSP90AA1', 'HSP90B1']",Humans,Humans,1,interaction,1,0.9995486948688111,1,TP
DB01125,DB00712,Anisindione,Flurbiprofen,COC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O,CC(C(O)=O)C1=CC(F)=C(C=C1)C1=CC=CC=C1,['GGCX'],"['PTGS2', 'PTGS1']",Humans,Humans,1,interaction,1,0.9999844292352256,1,TP
DB00788,DB01125,Naproxen,Anisindione,COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O,COC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O,"['PTGS1', 'PTGS2', 'pab']",['GGCX'],Peptostreptococcus magnus,Humans,1,interaction,1,0.9998988460004109,1,TP
DB00943,DB00900,Zalcitabine,Didanosine,NC1=NC(=O)N(C=C1)[C@H]1CC[C@@H](CO)O1,OC[C@@H]1CC[C@@H](O1)N1C=NC2=C1NC=NC2=O,['pol'],"['pol', 'PNP']",Human immunodeficiency virus 1,Humans,1,interaction,1,0.9993518731250197,1,TP
DB00443,DB00615,Betamethasone,Rifabutin,[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(=O)C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C1NC3(CCN(CC3)CC(C)C)N=C21,['NR3C1'],"['rpoA', 'rpoB', 'rpoC', 'HSP90AA1', 'HSP90B1']",Humans,Humans,1,interaction,1,0.9999784691637917,1,TP
DB00582,DB00754,Voriconazole,Ethotoin,C[C@@H](C1=NC=NC=C1F)[C@](O)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1,CCN1C(=O)NC(C1=O)C1=CC=CC=C1,['ERG11'],"['SCN5A', 'NR1I2']",Yeast,Humans,1,interaction,1,0.9998184059102031,1,TP
DB00959,DB00615,Methylprednisolone,Rifabutin,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(=O)C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C1NC3(CCN(CC3)CC(C)C)N=C21,"['NR3C1', 'ANXA1']","['rpoA', 'rpoB', 'rpoC', 'HSP90AA1', 'HSP90B1']",Humans,Humans,1,interaction,1,0.9996984261325432,1,TP
DB00900,DB00250,Didanosine,Dapsone,OC[C@@H]1CC[C@@H](O1)N1C=NC2=C1NC=NC2=O,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,"['pol', 'PNP']","['folP2', 'folP1']",Humans,Mycobacterium leprae (strain TN),1,interaction,1,0.9995422680912289,1,TP
DB00939,DB01125,Meclofenamic acid,Anisindione,CC1=C(Cl)C(NC2=CC=CC=C2C(O)=O)=C(Cl)C=C1,COC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O,"['PTGS1', 'PTGS2', 'ALOX5', 'KCNQ2', 'KCNQ3']",['GGCX'],Humans,Humans,1,interaction,1,0.9947040611930934,1,TP
DB00780,DB00120,Phenelzine,Phenylalanine,NNCCC1=CC=CC=C1,N[C@@H](CC1=CC=CC=C1)C(O)=O,"['MAOA', 'MAOB', 'AOC3', 'ABAT', 'GPT', 'GPT2', 'GAD65']","['TAT', 'SLC7A8', 'FARSA', 'PAH', 'FARS2', 'FARSB', 'TH']",Humans,Humans,1,interaction,1,0.9999796611748367,1,TP
DB00822,DB01125,Disulfiram,Anisindione,CCN(CC)C(=S)SSC(=S)N(CC)CC,COC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O,"['DBH', 'ALDH2']",['GGCX'],Humans,Humans,1,interaction,1,0.9999020641760259,1,TP
DB01151,DB00615,Desipramine,Rifabutin,CNCCCN1C2=CC=CC=C2CCC2=CC=CC=C12,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(=O)C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C1NC3(CCN(CC3)CC(C)C)N=C21,"['SLC6A2', 'SLC6A4', 'HTR2A', 'ADRB2', 'ADRB1', 'SMPD1', 'HRH1', 'ADRA1A', 'ADRA1B', 'ADRA1D', 'CHRM1', 'CHRM2', 'CHRM3', 'CHRM4', 'CHRM5', 'HTR1A', 'HTR2C', 'DRD2', 'ADRA2A', 'ADRA2B', 'ADRA2C']","['rpoA', 'rpoB', 'rpoC', 'HSP90AA1', 'HSP90B1']",Humans,Humans,1,interaction,1,0.9994761755439603,1,TP
DB01026,DB01125,Ketoconazole,Anisindione,CC(=O)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,COC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O,"['ERG11', 'CYP17A1', 'AR', 'CYP21A2', 'KCNH2', 'NR1I2', 'NR1I3']",['GGCX'],Humans,Humans,1,interaction,1,0.9974637086357713,1,TP
DB00543,DB00615,Amoxapine,Rifabutin,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(=O)C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C1NC3(CCN(CC3)CC(C)C)N=C21,"['SLC6A4', 'SLC6A2', 'DRD2', 'DRD1', 'ADRA2A', 'ADRA1A', 'CHRM1', 'GABRA1', 'HTR2A', 'HTR2C', 'HTR6', 'HTR7', 'DRD3', 'DRD4', 'HRH1', 'ADRA1A', 'ADRA1B', 'ADRA1D', 'CHRM1', 'CHRM2', 'CHRM3', 'CHRM4', 'CHRM5', 'HTR2B', 'HTR3A', 'HTR1A', 'HTR1B', 'ADRA2A', 'ADRA2B', 'ADRA2C', 'HRH4', 'GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRD', 'GABRE', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRP', 'GABRQ', 'SLC6A3']","['rpoA', 'rpoB', 'rpoC', 'HSP90AA1', 'HSP90B1']",Humans,Humans,1,interaction,1,0.9987840763349622,1,TP
DB00344,DB00615,Protriptyline,Rifabutin,CNCCCC1C2=CC=CC=C2C=CC2=CC=CC=C12,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(=O)C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C1NC3(CCN(CC3)CC(C)C)N=C21,"['SLC6A2', 'SLC6A4']","['rpoA', 'rpoB', 'rpoC', 'HSP90AA1', 'HSP90B1']",Humans,Humans,1,interaction,1,0.9998143573937215,1,TP
DB00465,DB01125,Ketorolac,Anisindione,OC(=O)C1CCN2C1=CC=C2C(=O)C1=CC=CC=C1,COC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O,"['PTGS2', 'PTGS1']",['GGCX'],Humans,Humans,1,interaction,1,0.9997442957679012,1,TP
DB00636,DB01125,Clofibrate,Anisindione,CCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1,COC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O,['PPARA'],['GGCX'],Humans,Humans,1,interaction,1,0.999888714767661,1,TP
DB00399,DB00524,Zoledronic acid,Metolazone,OC(CN1C=CN=C1)(P(O)(O)=O)P(O)(O)=O,CC1NC2=CC(Cl)=C(C=C2C(=O)N1C1=CC=CC=C1C)S(N)(=O)=O,"['GGPS1', 'FDPS']",['SLC12A3'],Humans,Humans,1,interaction,1,0.9999474773593622,1,TP
DB00479,DB01337,Amikacin,Pancuronium,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)[N+]1(C)CCCCC1)[N+]1(C)CCCCC1,['rpsL'],"['CHRNA2', 'CHRM2', 'CHRM3']",Escherichia coli (strain K12),Humans,1,interaction,1,0.9999768003491161,1,TP
DB00461,DB01125,Nabumetone,Anisindione,COC1=CC2=C(C=C1)C=C(CCC(C)=O)C=C2,COC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O,"['PTGS2', 'PTGS1']",['GGCX'],Humans,Humans,1,interaction,1,0.999438665107414,1,TP
