drug1,drug2,drug_name1,drug_name2,smiles1,smiles2,genes1,genes2,org1,org2,target,label,new_target,confidence,correct,category
DB00598,DB00233,Labetalol,Aminosalicylic acid,CC(CCC1=CC=CC=C1)NCC(O)C1=CC(C(N)=O)=C(O)C=C1,NC1=CC(O)=C(C=C1)C(O)=O,"['ADRB1', 'ADRB2', 'ADRA1A', 'ADRA1B', 'ADRA1D']","['PTGS2', 'CHUK', 'ALOX5', 'PLA2G2E']",Humans,Humans,1,interaction,1,0.9967894269475863,1,TP
DB01375,DB00482,Aluminium monostearate,Celecoxib,CCCCCCCCCCCCCCCCCC(=O)O[Al](O)O,CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F,"['TNNC1', 'VDAC1', 'VDAC2', 'VDAC3']","['PTGS2', 'CA2', 'CA3', 'CDH11', 'PDPK1', 'NEU1']",Humans,Humans,1,no interaction,0,0.8816257298464778,0,FN
DB00335,DB00310,Atenolol,Chlorthalidone,CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1,NS(=O)(=O)C1=C(Cl)C=CC(=C1)C1(O)NC(=O)C2=CC=CC=C12,"['ADRB1', 'ADRB2']","['CA1', 'SLC12A1']",Humans,Humans,1,interaction,1,0.9999798995780161,1,TP
DB00945,DB00118,Acetylsalicylic acid,Ademetionine,CC(=O)OC1=CC=CC=C1C(O)=O,C[S+](CC[C@H](N)C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N,"['PTGS1', 'PTGS2', 'AKR1C1', 'PRKAA1', 'PRKAA2', 'PRKAB1', 'PRKAB2', 'PRKAG1', 'PRKAG2', 'PRKAG3', 'EDNRA', 'TP53', 'HSPA5', 'RPS6KA3', 'NFKBIA', 'TNFAIP6', 'CASP1', 'CASP3', 'IKBKB', 'MAPK1', 'MAPK15', 'MAPK3', 'MAPK4', 'MAPK6', 'MAPK7', 'CCND1', 'MYC', 'PCNA', 'NEU1']","['COMT', 'CMTR1', 'AS3MT', 'GNMT', 'AMD1', 'MAT2A', 'CBS', 'MAT1A']",Humans,Humans,1,no interaction,0,0.47190647273360853,0,FN
DB01375,DB00812,Aluminium monostearate,Phenylbutazone,CCCCCCCCCCCCCCCCCC(=O)O[Al](O)O,CCCCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1,"['TNNC1', 'VDAC1', 'VDAC2', 'VDAC3']","['PTGS1', 'PTGS2', 'PTGIS']",Humans,Humans,1,interaction,1,0.9946710368701873,1,TP
DB01606,DB00612,Tazobactam,Bisoprolol,[H][C@@]12CC(=O)N1[C@@H](C(O)=O)[C@](C)(CN1C=CN=N1)S2(=O)=O,CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1,"['bla', 'bla']","['ADRB1', 'ADRB2']",Escherichia coli,Humans,1,interaction,1,0.9626588571974054,1,TP
DB00184,DB00521,Nicotine,Carteolol,CN1CCC[C@H]1C1=CN=CC=C1,CC(C)(C)NCC(O)COC1=CC=CC2=C1CCC(=O)N2,"['CHRNA4', 'CHRNA7', 'CHRNB2', 'CHRNA2', 'CHRNA3', 'CHRNA5', 'CHRNA6', 'CHRNA9', 'CHRNA10', 'CHRNB3', 'CHRNB4', 'CYP19A1', 'CHAT']","['ADRB2', 'ADRB1']",Humans,Humans,1,interaction,1,0.9999666683255126,1,TP
DB06709,DB01053,Methacholine,Benzylpenicillin,CC(C[N+](C)(C)C)OC(C)=O,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1)C(O)=O,"['CHRM3', 'CHRM2', 'CHRM1', 'CHRM4', 'CHRM5']","['pbp3', 'SLC22A8', 'SLC15A1', 'SLC15A2']",Humans,Humans,1,no interaction,0,0.9759978803867159,0,FN
DB06709,DB00578,Methacholine,Carbenicillin,CC(C[N+](C)(C)C)OC(C)=O,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C(C(O)=O)C1=CC=CC=C1)C(O)=O,"['CHRM3', 'CHRM2', 'CHRM1', 'CHRM4', 'CHRM5']","['dacA', 'dacB', 'dacC', 'mrcA', 'mrcB', 'mrdA', 'ftsI', 'bla']",Humans,Escherichia coli,1,no interaction,0,0.9956914076755604,0,FN
DB01203,DB00201,Nadolol,Caffeine,CC(C)(C)NCC(O)COC1=CC=CC2=C1C[C@H](O)[C@H](O)C2,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,"['ADRB1', 'ADRB2']","['ADORA1', 'ADORA2A', 'ADORA2B', 'ADORA3', 'PDE1B', 'PDE4D', 'PDE3B', 'PDE5A', 'PDE4B', 'RYR1', 'PDE1A', 'PDE1B', 'PDE1C', 'PDE10A', 'PDE4A', 'PDE4B', 'PDE4C', 'PDE4D', 'PDE7B', 'PDE2A', 'PDE3A', 'PDE3B', 'PDE5A', 'PDE6C', 'PDE11A', 'PDE7A', 'PDE8A', 'PDE8B', 'PDE9A', 'PDE6A', 'PDE6B', 'PRKDC', 'PIK3CD', 'PIK3CA', 'PIK3CB', 'ITPR1', 'ITPR2', 'ITPR3', 'ATM']",Humans,Humans,1,interaction,1,0.9999582051834277,1,TP
DB06802,DB00310,Nepafenac,Chlorthalidone,NC(=O)CC1=CC=CC(C(=O)C2=CC=CC=C2)=C1N,NS(=O)(=O)C1=C(Cl)C=CC(=C1)C1(O)NC(=O)C2=CC=CC=C12,"['PTGS1', 'PTGS2']","['CA1', 'SLC12A1']",Humans,Humans,1,interaction,1,0.9998008899750327,1,TP
DB01060,DB00335,Amoxicillin,Atenolol,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O,CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1,['PBP1'],"['ADRB1', 'ADRB2']",Helicobacter pylori,Humans,1,interaction,1,0.998210989290835,1,TP
DB00118,DB00313,Ademetionine,Valproic acid,C[S+](CC[C@H](N)C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N,CCCC(CCC)C(O)=O,"['COMT', 'CMTR1', 'AS3MT', 'GNMT', 'AMD1', 'MAT2A', 'CBS', 'MAT1A']","['HDAC9', 'ACADSB', 'OGDH', 'ALDH5A1', 'SCN1A', 'SCN10A', 'SCN11A', 'SCN2A', 'SCN3A', 'SCN4A', 'SCN5A', 'SCN7A', 'SCN8A', 'SCN9A', 'SCN1B', 'SCN2B', 'SCN3B', 'SCN4B', 'HDAC2', 'PPARA', 'PPARD', 'PPARG', 'HDAC1', 'HDAC10', 'HDAC11', 'HDAC2', 'HDAC3', 'HDAC4', 'HDAC5', 'HDAC6', 'HDAC7', 'HDAC8', 'HDAC9', 'CDKN1A', 'HGF', 'ODC1', 'CD274']",Humans,Humans,1,interaction,1,0.9999328161869334,1,TP
DB00233,DB08795,Aminosalicylic acid,Azidocillin,NC1=CC(O)=C(C=C1)C(O)=O,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N=[N+]=[N-])C1=CC=CC=C1)C(O)=O,"['PTGS2', 'CHUK', 'ALOX5', 'PLA2G2E']","['pbp2a', 'pbp1b', 'pbp3', 'pbpA', 'penA']",Humans,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),1,interaction,1,0.9890034173563753,1,TP
DB00199,DB01247,Erythromycin,Isocarboxazid,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,CC1=CC(=NO1)C(=O)NNCC1=CC=CC=C1,"['MLNR', 'KCNH2']","['MAOA', 'MAOB']",Humans,Humans,1,interaction,1,0.999502733378049,1,TP
DB00936,DB00883,Salicylic acid,Isosorbide dinitrate,OC(=O)C1=CC=CC=C1O,[H][C@]12OC[C@H](O[N+]([O-])=O)[C@@]1([H])OC[C@H]2O[N+]([O-])=O,"['PTGS1', 'PTGS2', 'AKR1C1']",['NPR1'],Humans,Humans,1,interaction,1,0.9991843899908075,1,TP
DB08795,DB00335,Azidocillin,Atenolol,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N=[N+]=[N-])C1=CC=CC=C1)C(O)=O,CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1,"['pbp2a', 'pbp1b', 'pbp3', 'pbpA', 'penA']","['ADRB1', 'ADRB2']",Streptococcus pneumoniae (strain ATCC BAA-255 / R6),Humans,1,no interaction,0,0.7071015558847119,0,FN
DB00509,DB00335,Dextrothyroxine,Atenolol,N[C@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O,CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1,"['THRA', 'THRB', 'TPO']","['ADRB1', 'ADRB2']",Humans,Humans,1,interaction,1,0.9999250684975053,1,TP
DB01172,DB04861,Kanamycin,Nebivolol,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2,['rpsL'],"['ADRB1', 'ADRB2', 'ADRB3']",Enteric bacteria and other eubacteria,Humans,1,interaction,1,0.9932765415713285,1,TP
DB01147,DB00612,Cloxacillin,Bisoprolol,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=CC=CC=C1Cl)C(O)=O,CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1,"['dacA', 'pbpX', 'pbpA']","['ADRB1', 'ADRB2']",Streptococcus pneumoniae (strain ATCC BAA-255 / R6),Humans,1,interaction,1,0.9997504927921019,1,TP
DB00509,DB01297,Dextrothyroxine,Practolol,N[C@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O,CC(C)NCC(O)COC1=CC=C(NC(C)=O)C=C1,"['THRA', 'THRB', 'TPO']",['ADRB1'],Humans,Humans,1,interaction,1,0.9989062216121201,1,TP
DB06709,DB00415,Methacholine,Ampicillin,CC(C[N+](C)(C)C)OC(C)=O,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O,"['CHRM3', 'CHRM2', 'CHRM1', 'CHRM4', 'CHRM5']","['pbp2a', 'pbp1b', 'pbp3', 'pbpA', 'penA', 'SLC15A1', 'SLC15A2', 'TEK']",Humans,Humans,1,interaction,1,0.9241224264123743,1,TP
DB01296,DB00252,Glucosamine,Phenytoin,N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1,"['IFNG', 'RELA']","['SCN5A', 'SCN1A', 'KCNH2', 'CACNA1C', 'CACNA1D', 'CACNA1F', 'CACNA1S', 'CACNB1', 'CACNB2', 'CACNB3', 'CACNB4', 'CACNA1A', 'SCN2A', 'SCN8A', 'NR1I2', 'SCN1B', 'SCN3A', 'GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRD', 'GABRE', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRP', 'GABRQ']",Humans,Humans,1,interaction,1,0.924092799522305,1,TP
DB00717,DB00936,Norethisterone,Salicylic acid,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],OC(=O)C1=CC=CC=C1O,"['PGR', 'AR', 'NR3C1']","['PTGS1', 'PTGS2', 'AKR1C1']",Humans,Humans,1,interaction,1,0.9998449838462458,1,TP
DB00603,DB06709,Medroxyprogesterone acetate,Methacholine,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C,CC(C[N+](C)(C)C)OC(C)=O,"['PGR', 'ESR1', 'ABCB1', 'GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRD', 'GABRE', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRP', 'GABRQ']","['CHRM3', 'CHRM2', 'CHRM1', 'CHRM4', 'CHRM5']",Humans,Humans,1,interaction,1,0.9398788265057882,1,TP
DB00860,DB01345,Prednisolone,Potassium cation,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,[K+],['NR3C1'],['ATP1A1'],Humans,Humans,1,interaction,1,0.9995640616487477,1,TP
DB01209,DB01172,Dezocine,Kanamycin,[H][C@@]12CC3=CC=C(O)C=C3[C@@](C)(CCCCC1)[C@H]2N,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,"['OPRM1', 'OPRK1']",['rpsL'],Humans,Enteric bacteria and other eubacteria,1,interaction,1,0.9991802248294164,1,TP
DB08807,DB00898,Bopindolol,Ethanol,CC1=CC2=C(N1)C=CC=C2OCC(CNC(C)(C)C)OC(=O)C1=CC=CC=C1,CCO,"['ADRB1', 'ADRB2', 'HTR1A', 'HTR1B', 'ADRB3']","['GABRA1', 'GRIN3A', 'GLRA1', 'GLRA2', 'CACNB1', 'HTR3A', 'GABRA2', 'CHRNA10', 'CACNA1C', 'GABRA5', 'GABRA4', 'GABRA3', 'GRIA1', 'CACNG1', 'CHRNA2', 'GABRA6', 'GRIA2', 'GRIA4', 'GRIA3', 'CHRNA4', 'CHRNB2', 'KCNJ3', 'KCNJ6', 'VCAM1', 'SLC29A1', 'KCNJ5', 'CHRNA7', 'CHRNA9', 'GABRB1', 'GABRB3', 'GABRB2', 'CACNA1S', 'CACNA1D', 'CHRNB4', 'CHRNA3', 'CHRNA5', 'CHRNA6', 'CHRNB3', 'GABRG1', 'GABRG3', 'GABRE', 'GABRP', 'GABRQ', 'GABRD', 'SLC29A2', 'HTR3E', 'HTR3B', 'HTR3D', 'HTR3C', 'CACNG2', 'KCNJ9', 'L1CAM', 'ACHE', 'ADH7']",Humans,Humans,1,interaction,1,0.9994346180886211,1,TP
DB00294,DB04861,Etonogestrel,Nebivolol,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2,['PGR'],"['ADRB1', 'ADRB2', 'ADRB3']",Humans,Humans,1,interaction,1,0.9999226846029894,1,TP
DB00367,DB00814,Levonorgestrel,Meloxicam,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=C(C=CC=C2)S1(=O)=O,"['PGR', 'SRD5A1', 'ESR1', 'AR', 'SHBG', 'NR3C1']","['PTGS2', 'PTGS1']",Humans,Humans,1,interaction,1,0.999957132395842,1,TP
DB00417,DB00373,Phenoxymethylpenicillin,Timolol,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)COC1=CC=CC=C1)C(O)=O,[H][C@](O)(CNC(C)(C)C)COC1=NSN=C1N1CCOCC1,"['mecA', 'pbpA', 'dacB', 'SLC15A1']","['ADRB1', 'ADRB2', 'E']",Humans,Enterobacteria phage T4,1,interaction,1,0.8806692052518564,1,TP
DB02266,DB00521,Flufenamic acid,Carteolol,OC(=O)C1=CC=CC=C1NC1=CC(=CC=C1)C(F)(F)F,CC(C)(C)NCC(O)COC1=CC=CC2=C1CCC(=O)N2,"['PTGS2', 'PTGS1', 'AKR1C3', 'AR', 'PPARA', 'PPARG']","['ADRB2', 'ADRB1']",Humans,Humans,1,interaction,1,0.9990204285936197,1,TP
DB00367,DB06709,Levonorgestrel,Methacholine,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],CC(C[N+](C)(C)C)OC(C)=O,"['PGR', 'SRD5A1', 'ESR1', 'AR', 'SHBG', 'NR3C1']","['CHRM3', 'CHRM2', 'CHRM1', 'CHRM4', 'CHRM5']",Humans,Humans,1,interaction,1,0.9996586359179813,1,TP
DB00193,DB00823,Tramadol,Ethynodiol diacetate,COC1=CC=CC(=C1)C1(O)CCCCC1CN(C)C,[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CC[C@H](OC(C)=O)C=C3CC[C@@]21[H],"['OPRM1', 'SLC6A2', 'SLC6A4', 'SCN2A', 'GRIN1', 'GRIN2A', 'GRIN2B', 'GRIN2C', 'GRIN2D', 'GRIN3A', 'GRIN3B', 'ADORA1', 'ADRA2A', 'ADRA2B', 'ADRA2C', 'HTR2C', 'OPRK1', 'OPRD1', 'CHRNA7', 'CHRM3', 'CHRM1', 'TACR1', 'TRPV1']","['PGR', 'ESR1']",Humans,Humans,1,interaction,1,0.999789806303791,1,TP
DB01604,DB00264,Pivampicillin,Metoprolol,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(=O)OCOC(=O)C(C)(C)C,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,['pbpA'],"['ADRB1', 'ADRB2', 'ADRB1', 'ADRB2', 'ADRB3']",Clostridium perfringens (strain 13 / Type A),Humans,1,interaction,1,0.999741197265207,1,TP
DB01053,DB00571,Benzylpenicillin,Propranolol,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1)C(O)=O,CC(C)NCC(O)COC1=CC=CC2=C1C=CC=C2,"['pbp3', 'SLC22A8', 'SLC15A1', 'SLC15A2']","['ADRB1', 'ADRB2', 'ADRB3', 'HTR1A', 'HTR1B']",Humans,Humans,1,interaction,1,0.9996962811319164,1,TP
DB00294,DB01296,Etonogestrel,Glucosamine,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,['PGR'],"['IFNG', 'RELA']",Humans,Humans,1,no interaction,0,0.8816389190660514,0,FN
DB00844,DB00351,Nalbuphine,Megestrol acetate,O[C@H]1CC[C@@]2(O)[C@H]3CC4=CC=C(O)C5=C4[C@@]2(CCN3CC2CCC2)[C@H]1O5,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C,"['OPRK1', 'OPRM1', 'OPRD1']","['PGR', 'NR3C1']",Humans,Humans,1,interaction,1,0.9999719131244437,1,TP
DB00509,DB00335,Dextrothyroxine,Atenolol,N[C@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O,CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1,"['THRA', 'THRB', 'TPO']","['ADRB1', 'ADRB2']",Humans,Humans,1,interaction,1,0.9999684563215123,1,TP
DB00485,DB00373,Dicloxacillin,Timolol,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(Cl)C=CC=C1Cl)C(O)=O,[H][C@](O)(CNC(C)(C)C)COC1=NSN=C1N1CCOCC1,"['pbpC', 'pbp1b', 'pbp2a', 'pbp3', 'pbpA', 'penA']","['ADRB1', 'ADRB2', 'E']",Streptococcus pneumoniae (strain ATCC BAA-255 / R6),Enterobacteria phage T4,1,interaction,1,0.9984824835942222,1,TP
DB01606,DB08807,Tazobactam,Bopindolol,[H][C@@]12CC(=O)N1[C@@H](C(O)=O)[C@](C)(CN1C=CN=N1)S2(=O)=O,CC1=CC2=C(N1)C=CC=C2OCC(CNC(C)(C)C)OC(=O)C1=CC=CC=C1,"['bla', 'bla']","['ADRB1', 'ADRB2', 'HTR1A', 'HTR1B', 'ADRB3']",Escherichia coli,Humans,1,no interaction,0,0.7497794256689286,0,FN
DB01397,DB01296,Magnesium salicylate,Glucosamine,[Mg++].OC1=CC=CC=C1C([O-])=O.OC1=CC=CC=C1C([O-])=O,N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,"['PTGS2', 'PTGS1']","['IFNG', 'RELA']",Humans,Humans,1,interaction,1,0.9982787099219328,1,TP
DB00180,DB00118,Flunisolide,Ademetionine,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO,C[S+](CC[C@H](N)C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N,['NR3C1'],"['COMT', 'CMTR1', 'AS3MT', 'GNMT', 'AMD1', 'MAT2A', 'CBS', 'MAT1A']",Humans,Humans,1,no interaction,0,0.9041729540750373,0,FN
DB02266,DB00598,Flufenamic acid,Labetalol,OC(=O)C1=CC=CC=C1NC1=CC(=CC=C1)C(F)(F)F,CC(CCC1=CC=CC=C1)NCC(O)C1=CC(C(N)=O)=C(O)C=C1,"['PTGS2', 'PTGS1', 'AKR1C3', 'AR', 'PPARA', 'PPARG']","['ADRB1', 'ADRB2', 'ADRA1A', 'ADRA1B', 'ADRA1D']",Humans,Humans,1,interaction,1,0.9998134039412105,1,TP
