drug1,drug2,drug_name1,drug_name2,smiles1,smiles2,genes1,genes2,org1,org2,target,label,new_target,confidence,correct,category
DB07223,DB00098,CA-074 methyl ester,Antithymocyte immunoglobulin (rabbit),[H][C@](C)(CC)[C@]([H])(NC(=O)[C@@]1([H])O[C@]1([H])C(=O)NCCC)C(=O)N1CCC[C@@]1([H])C(=O)OC,,['CTSB'],"['MR1', 'ITGAL', 'CD86', 'FCGR2B', 'CD4', 'ITGB1', 'ITGAV', 'ITGB3', 'CD1A']",Humans,Humans,0,no interaction,0,0.9884307360081053,1,TN
DB00507,DB02989,Nitazoxanide,CRA_10972,CC(=O)OC1=CC=CC=C1C(=O)NC1=NC=C(S1)[N+]([O-])=O,CC(C)COC1=CC=CC(C2=NC3=C(N2)C=C(Cl)C(=C3)C(N)=N)=C1O,['por'],['PRSS1'],Desulfovibrio africanus,Humans,0,no interaction,0,0.9999993295729047,1,TN
DB08899,DB02302,Enzalutamide,Symmetric dimethylarginine,CNC(=O)C1=C(F)C=C(C=C1)N1C(=S)N(C(=O)C1(C)C)C1=CC=C(C#N)C(=C1)C(F)(F)F,CN\C(NCCC[C@H](N)C(O)=O)=N\C,['AR'],['linB'],Humans,Pseudomonas paucimobilis,0,no interaction,0,0.9998304580178665,1,TN
DB00999,DB00384,Hydrochlorothiazide,Triamterene,NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1,NC1=NC(N)=C2N=C(C(N)=NC2=N1)C1=CC=CC=C1,"['SLC12A3', 'KCNMA1']","['SCNN1G', 'SCNN1A', 'SCNN1B', 'SCNN1D']",Humans,Humans,1,interaction,1,0.9999421134904887,1,TP
DB00709,DB00943,Lamivudine,Zalcitabine,NC1=NC(=O)N(C=C1)[C@@H]1CS[C@H](CO)O1,NC1=NC(=O)N(C=C1)[C@H]1CC[C@@H](CO)O1,"['pol', 'P']",['pol'],HBV-F,Human immunodeficiency virus 1,1,interaction,1,0.9987601823098048,1,TP
DB00448,DB00415,Lansoprazole,Ampicillin,CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=CC=CC=C2N1,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O,"['ATP4A', 'MAPT']","['pbp2a', 'pbp1b', 'pbp3', 'pbpA', 'penA', 'SLC15A1', 'SLC15A2', 'TEK']",Humans,Humans,1,interaction,1,0.9998993227682926,1,TP
DB00454,DB00454,Meperidine,Meperidine,CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1,CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1,"['OPRK1', 'GRIN1', 'GRIN2B', 'GRIN2A', 'GRIN2C', 'GRIN2D', 'CHRM1', 'CHRM2', 'CHRM3', 'CHRM4', 'CHRM5', 'OPRM1', 'SLC6A3', 'SLC6A2', 'SLC6A4', 'CES1']","['OPRK1', 'GRIN1', 'GRIN2B', 'GRIN2A', 'GRIN2C', 'GRIN2D', 'CHRM1', 'CHRM2', 'CHRM3', 'CHRM4', 'CHRM5', 'OPRM1', 'SLC6A3', 'SLC6A2', 'SLC6A4', 'CES1']",Humans,Humans,1,no interaction,0,0.6137969189700936,0,FN
DB00828,DB00828,Fosfomycin,Fosfomycin,C[C@@H]1O[C@@H]1P(O)(O)=O,C[C@@H]1O[C@@H]1P(O)(O)=O,['murA'],['murA'],Escherichia coli (strain K12),Escherichia coli (strain K12),1,no interaction,0,0.9976849354486891,0,FN
DB01174,DB00945,Phenobarbital,Acetylsalicylic acid,CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1,CC(=O)OC1=CC=CC=C1C(O)=O,"['GABRA1', 'CHRNA4', 'CHRNA7', 'GRIA2', 'GRIK2', 'GRIN1', 'GRIN2A', 'GRIN2B', 'GRIN2C', 'GRIN2D', 'GRIN3A', 'GRIN3B', 'NR1I2']","['PTGS1', 'PTGS2', 'AKR1C1', 'PRKAA1', 'PRKAA2', 'PRKAB1', 'PRKAB2', 'PRKAG1', 'PRKAG2', 'PRKAG3', 'EDNRA', 'TP53', 'HSPA5', 'RPS6KA3', 'NFKBIA', 'TNFAIP6', 'CASP1', 'CASP3', 'IKBKB', 'MAPK1', 'MAPK15', 'MAPK3', 'MAPK4', 'MAPK6', 'MAPK7', 'CCND1', 'MYC', 'PCNA', 'NEU1']",Humans,Humans,1,interaction,1,0.9999237573566181,1,TP
DB01174,DB00573,Phenobarbital,Fenoprofen,CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1,CC(C(O)=O)C1=CC(OC2=CC=CC=C2)=CC=C1,"['GABRA1', 'CHRNA4', 'CHRNA7', 'GRIA2', 'GRIK2', 'GRIN1', 'GRIN2A', 'GRIN2B', 'GRIN2C', 'GRIN2D', 'GRIN3A', 'GRIN3B', 'NR1I2']","['PTGS2', 'PPARA', 'PPARG', 'PTGS1']",Humans,Humans,1,interaction,1,0.9999735819309633,1,TP
DB01174,DB00573,Phenobarbital,Fenoprofen,CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1,CC(C(O)=O)C1=CC(OC2=CC=CC=C2)=CC=C1,"['GABRA1', 'CHRNA4', 'CHRNA7', 'GRIA2', 'GRIK2', 'GRIN1', 'GRIN2A', 'GRIN2B', 'GRIN2C', 'GRIN2D', 'GRIN3A', 'GRIN3B', 'NR1I2']","['PTGS2', 'PPARA', 'PPARG', 'PTGS1']",Humans,Humans,1,interaction,1,0.9999735819309633,1,TP
DB01174,DB01174,Phenobarbital,Phenobarbital,CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1,CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1,"['GABRA1', 'CHRNA4', 'CHRNA7', 'GRIA2', 'GRIK2', 'GRIN1', 'GRIN2A', 'GRIN2B', 'GRIN2C', 'GRIN2D', 'GRIN3A', 'GRIN3B', 'NR1I2']","['GABRA1', 'CHRNA4', 'CHRNA7', 'GRIA2', 'GRIK2', 'GRIN1', 'GRIN2A', 'GRIN2B', 'GRIN2C', 'GRIN2D', 'GRIN3A', 'GRIN3B', 'NR1I2']",Humans,Humans,1,no interaction,0,0.9612758600417262,0,FN
DB01057,DB00202,Echothiophate,Succinylcholine,CCOP(=O)(OCC)SCC[N+](C)(C)C,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,['BCHE'],"['CHRNA10', 'CHRNA2', 'CHRNA3', 'CHRNA4', 'CHRNA5', 'CHRNA6', 'CHRNA7', 'CHRNA9', 'CHRNB2', 'CHRNB3', 'CHRNB4', 'CHRM2', 'CHRM3']",Humans,Humans,1,interaction,1,0.9999639267366558,1,TP
DB01032,DB00415,Probenecid,Ampicillin,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O,"['SLC22A6', 'SLC22A11', 'SLC22A8', 'PANX1', 'TAS2R16']","['pbp2a', 'pbp1b', 'pbp3', 'pbpA', 'penA', 'SLC15A1', 'SLC15A2', 'TEK']",Humans,Humans,1,interaction,1,0.9999993295729247,1,TP
DB00459,DB01016,Acitretin,Glyburide,COC1=C(C)C(C)=C(\C=C\C(\C)=C\C=C\C(\C)=C\C(O)=O)C(C)=C1,COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,"['RXRA', 'RARA', 'RARB', 'RARG', 'RXRB', 'RXRG', 'RBP1']","['ABCC8', 'KCNJ11', 'ABCC9', 'ABCB11', 'ABCA1', 'KCNJ11', 'KCNJ8', 'CPT1A', 'CFTR', 'TRPM4']",,Humans,1,interaction,1,0.9995765653237774,1,TP
DB01001,DB01001,Salbutamol,Salbutamol,CC(C)(C)NCC(O)C1=CC(CO)=C(O)C=C1,CC(C)(C)NCC(O)C1=CC(CO)=C(O)C=C1,"['ADRB2', 'ADRB1', 'ADRB3']","['ADRB2', 'ADRB1', 'ADRB3']",Humans,Humans,1,no interaction,0,0.9855279814794969,0,FN
DB00898,DB01205,Ethanol,Flumazenil,CCO,CCOC(=O)C1=C2CN(C)C(=O)C3=C(C=CC(F)=C3)N2C=N1,"['GABRA1', 'GRIN3A', 'GLRA1', 'GLRA2', 'CACNB1', 'HTR3A', 'GABRA2', 'CHRNA10', 'CACNA1C', 'GABRA5', 'GABRA4', 'GABRA3', 'GRIA1', 'CACNG1', 'CHRNA2', 'GABRA6', 'GRIA2', 'GRIA4', 'GRIA3', 'CHRNA4', 'CHRNB2', 'KCNJ3', 'KCNJ6', 'VCAM1', 'SLC29A1', 'KCNJ5', 'CHRNA7', 'CHRNA9', 'GABRB1', 'GABRB3', 'GABRB2', 'CACNA1S', 'CACNA1D', 'CHRNB4', 'CHRNA3', 'CHRNA5', 'CHRNA6', 'CHRNB3', 'GABRG1', 'GABRG3', 'GABRE', 'GABRP', 'GABRQ', 'GABRD', 'SLC29A2', 'HTR3E', 'HTR3B', 'HTR3D', 'HTR3C', 'CACNG2', 'KCNJ9', 'L1CAM', 'ACHE', 'ADH7']","['GABRG2', 'GABRA5', 'GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRD', 'GABRE', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRP', 'GABRQ', 'GABRA1']",Humans,Humans,1,interaction,1,0.9999822836059372,1,TP
DB00261,DB02527,Anagrelide,Cyclic adenosine monophosphate,ClC1=CC=C2N=C3NC(=O)CN3CC2=C1Cl,NC1=C2N=CN([C@@H]3O[C@@H]4COP(O)(=O)O[C@H]4[C@H]3O)C2=NC=N1,['PDE3A'],"['HCN2', 'PRKAR1A', 'PRKAR2B', 'crp', 'cyaB2']",Humans,Rhizobium loti (strain MAFF303099),1,interaction,1,0.9045955013796574,1,TP
DB01213,DB01026,Fomepizole,Ketoconazole,CC1=CNN=C1,CC(=O)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,"['ADH1A', 'ADH1B', 'ADH1C', 'CAT']","['ERG11', 'CYP17A1', 'AR', 'CYP21A2', 'KCNH2', 'NR1I2', 'NR1I3']",Humans,Humans,1,interaction,1,0.9999295979043439,1,TP
DB00673,DB01124,Aprepitant,Tolbutamide,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1,['TACR1'],"['ABCC8', 'KCNJ1']",Humans,Humans,1,interaction,1,0.999657086808173,1,TP
DB00945,DB00627,Acetylsalicylic acid,Niacin,CC(=O)OC1=CC=CC=C1C(O)=O,OC(=O)C1=CN=CC=C1,"['PTGS1', 'PTGS2', 'AKR1C1', 'PRKAA1', 'PRKAA2', 'PRKAB1', 'PRKAB2', 'PRKAG1', 'PRKAG2', 'PRKAG3', 'EDNRA', 'TP53', 'HSPA5', 'RPS6KA3', 'NFKBIA', 'TNFAIP6', 'CASP1', 'CASP3', 'IKBKB', 'MAPK1', 'MAPK15', 'MAPK3', 'MAPK4', 'MAPK6', 'MAPK7', 'CCND1', 'MYC', 'PCNA', 'NEU1']","['HCAR3', 'HCAR2', 'QPRT', 'NNMT']",Humans,Humans,1,interaction,1,0.9998936015807134,1,TP
DB00945,DB00585,Acetylsalicylic acid,Nizatidine,CC(=O)OC1=CC=CC=C1C(O)=O,CNC(NCCSCC1=CSC(CN(C)C)=N1)=C[N+]([O-])=O,"['PTGS1', 'PTGS2', 'AKR1C1', 'PRKAA1', 'PRKAA2', 'PRKAB1', 'PRKAB2', 'PRKAG1', 'PRKAG2', 'PRKAG3', 'EDNRA', 'TP53', 'HSPA5', 'RPS6KA3', 'NFKBIA', 'TNFAIP6', 'CASP1', 'CASP3', 'IKBKB', 'MAPK1', 'MAPK15', 'MAPK3', 'MAPK4', 'MAPK6', 'MAPK7', 'CCND1', 'MYC', 'PCNA', 'NEU1']",['HRH2'],Humans,Humans,1,interaction,1,0.9937269707203562,1,TP
DB00136,DB00136,Calcitriol,Calcitriol,C[C@H](CCCC(C)(C)O)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C,C[C@H](CCCC(C)(C)O)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C,"['VDR', 'HOXA10']","['VDR', 'HOXA10']",Humans,Humans,1,no interaction,0,0.9692572946251781,0,FN
DB00705,DB00900,Delavirdine,Didanosine,CC(C)NC1=C(N=CC=C1)N1CCN(CC1)C(=O)C1=CC2=C(N1)C=CC(NS(C)(=O)=O)=C2,OC[C@@H]1CC[C@@H](O1)N1C=NC2=C1NC=NC2=O,['pol'],"['pol', 'PNP']",Human immunodeficiency virus 1,Humans,1,interaction,1,0.9996996178037684,1,TP
DB02731,DB00654,Ethylmercurithiosalicylic acid,Latanoprost,CC[Hg]SC1=CC=CC=C1C(O)=O,CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCC1=CC=CC=C1,['OXCT1'],['PTGFR'],Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),Humans,1,no interaction,0,0.999987707291056,0,FN
DB00294,DB00295,Etonogestrel,Morphine,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,['PGR'],"['OPRM1', 'OPRK1', 'OPRD1', 'LY96']",Humans,Humans,1,interaction,1,0.9999903893441826,1,TP
DB00294,DB01076,Etonogestrel,Atorvastatin,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1,['PGR'],"['HMGCR', 'DPP4', 'AHR', 'HDAC2', 'NR1I3']",Humans,Humans,1,interaction,1,0.9999598739650709,1,TP
DB00294,DB00295,Etonogestrel,Morphine,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,['PGR'],"['OPRM1', 'OPRK1', 'OPRD1', 'LY96']",Humans,Humans,1,interaction,1,0.9999886013079656,1,TP
DB00294,DB00277,Etonogestrel,Theophylline,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],CN1C2=C(NC=N2)C(=O)N(C)C1=O,['PGR'],"['ADORA1', 'ADORA2A', 'ADORA2B', 'PDE4B', 'PDE5A', 'PDE4A', 'PDE3A', 'HDAC2', 'CPNE1', 'HM13', 'NOMO1', 'PARP1', 'RIC3', 'TTLL3']",Humans,Humans,1,interaction,1,0.9999683371212795,1,TP
DB08235,DB09043,N-[2-(2-methyl-1H-indol-3-yl)ethyl]thiophene-2-carboxamide,Albiglutide,CC1=C(CCNC(=O)C2=CC=CS2)C2=CC=CC=C2N1,CCC(C)C(C(=O)NC(C)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)N)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CCC(=O)O)NC(=O)C(CCCCN)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(=O)N)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)CNC(=O)C(CC6=CN=CN6)N,"['ARPC1B', 'ACTR2', 'ACTR3', 'ARPC2', 'ARPC3', 'ARPC4', 'ARPC5']",['GLP1R'],Humans,Humans,0,no interaction,0,0.9998673368148387,1,TN
DB01785,DB02765,Dimethylallyl Diphosphate,R-9-(2-hydroxypropyl)adenine,CC(C)=CCO[P@](O)(=O)OP(O)(O)=O,C[C@@H](O)CN1C=NC2=C1N=CN=C2N,"['FDPS', 'IDI1', 'ispH']","['TK', 'TK']",Escherichia coli (strain K12),,0,no interaction,0,0.9999990315640039,1,TN
DB04010,DB09205,2-(3'-Methoxyphenyl) Benzimidazole-4-Carboxamide,Moxisylyte,COC1=CC=CC(=C1)C1=NC2=C(N1)C=CC=C2C(N)=O,CC(C)C1=C(OCCN(C)C)C=C(C)C(OC(C)=O)=C1,['PARP1'],"['ADRA1A', 'ADRA1B', 'ADRA1D', 'ADRA2A', 'ADRA2B', 'ADRA2C']",Humans,Humans,0,no interaction,0,0.9999815087956394,1,TN
DB02115,DB07689,Daidzin,"METHYL 1-(4-{[(2,4-DIAMINOPTERIDIN-6-YL)METHYL]AMINO}BENZOYL)PIPERIDINE-4-CARBOXYLATE",[H][C@]1(CO)O[C@@]([H])(OC2=CC=C3C(=O)C(=COC3=C2)C2=CC=C(O)C=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,COC(=O)C1CCN(CC1)C(=O)C1=CC=C(NCC2=NC3=C(N=C2)N=C(N)N=C3N)C=C1,['ALDH2'],['DHRS4L1'],Humans,Humans,0,no interaction,0,0.9999378260810532,1,TN
DB00440,DB01015,Trimethoprim,Sulfamethoxazole,COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC,CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1,['folA'],['folP'],Escherichia coli (strain K12),Escherichia coli (strain K12),1,interaction,1,0.9999855020530962,1,TP
DB00495,DB00495,Zidovudine,Zidovudine,CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O,CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O,"['pol', 'TERT']","['pol', 'TERT']",Humans,Humans,1,no interaction,0,0.9965596998821493,0,FN
